State,Year,Quarter,Entity_type,Registered_users,District&pincode.1,id
Andhra Pradesh,2020,Q1,pincode,85878,524002,28
Andhra Pradesh,2020,Q1,pincode,85779,520010,28
Andhra Pradesh,2020,Q2,district,1904719,Visakhapatnam,28
Andhra Pradesh,2020,Q2,district,1459116,East Godavari,28
Andhra Pradesh,2020,Q2,district,1459041,Krishna,28
Andhra Pradesh,2020,Q2,district,1426271,Guntur,28
Andhra Pradesh,2020,Q2,district,1385916,Chittoor,28
Andhra Pradesh,2020,Q2,district,1076953,Anantapur,28
Andhra Pradesh,2020,Q2,district,1035093,Kurnool,28
Andhra Pradesh,2020,Q2,district,944829,West Godavari,28
Andhra Pradesh,2020,Q2,district,854459,Spsr Nellore,28
Andhra Pradesh,2020,Q2,district,830709,Prakasam,28
Andhra Pradesh,2020,Q2,pincode,156221,517501,28
Andhra Pradesh,2020,Q2,pincode,138735,517507,28
Andhra Pradesh,2020,Q2,pincode,120621,530016,28
Andhra Pradesh,2020,Q2,pincode,119223,515001,28
Andhra Pradesh,2020,Q2,pincode,112673,518002,28
Andhra Pradesh,2020,Q2,pincode,111898,516001,28
Andhra Pradesh,2020,Q2,pincode,98803,516360,28
Andhra Pradesh,2020,Q2,pincode,93834,524002,28
Andhra Pradesh,2020,Q2,pincode,93224,530026,28
Andhra Pradesh,2020,Q2,pincode,91299,520010,28
Andhra Pradesh,2020,Q3,district,2058346,Visakhapatnam,28
Andhra Pradesh,2020,Q3,district,1601940,East Godavari,28
Andhra Pradesh,2020,Q3,district,1599289,Krishna,28
Andhra Pradesh,2020,Q3,district,1567595,Guntur,28
Andhra Pradesh,2020,Q3,district,1506503,Chittoor,28
Andhra Pradesh,2020,Q3,district,1186851,Anantapur,28
Andhra Pradesh,2020,Q3,district,1132240,Kurnool,28
Andhra Pradesh,2020,Q3,district,1053674,West Godavari,28
Andhra Pradesh,2020,Q3,district,937176,Spsr Nellore,28
Andhra Pradesh,2020,Q3,district,915240,Prakasam,28
Andhra Pradesh,2020,Q3,pincode,166768,517501,28
Andhra Pradesh,2020,Q3,pincode,149001,517507,28
Andhra Pradesh,2020,Q3,pincode,128227,515001,28
Andhra Pradesh,2020,Q3,pincode,128059,530016,28
Andhra Pradesh,2020,Q3,pincode,121529,518002,28
Andhra Pradesh,2020,Q3,pincode,120997,516001,28
Andhra Pradesh,2020,Q3,pincode,108073,516360,28
Andhra Pradesh,2020,Q3,pincode,102103,524002,28
Andhra Pradesh,2020,Q3,pincode,99754,530026,28
Andhra Pradesh,2020,Q3,pincode,97752,520010,28
Andhra Pradesh,2020,Q4,district,2209658,Visakhapatnam,28
Andhra Pradesh,2020,Q4,district,1746280,East Godavari,28
Andhra Pradesh,2020,Q4,district,1744028,Krishna,28
Andhra Pradesh,2020,Q4,district,1712940,Guntur,28
Andhra Pradesh,2020,Q4,district,1631331,Chittoor,28
Andhra Pradesh,2020,Q4,district,1295872,Anantapur,28
Andhra Pradesh,2020,Q4,district,1230466,Kurnool,28
Andhra Pradesh,2020,Q4,district,1163179,West Godavari,28
Andhra Pradesh,2020,Q4,district,1022944,Spsr Nellore,28
Andhra Pradesh,2020,Q4,district,999462,Prakasam,28
Andhra Pradesh,2020,Q4,pincode,178328,517501,28
Andhra Pradesh,2020,Q4,pincode,160062,517507,28
Andhra Pradesh,2020,Q4,pincode,137945,515001,28
Andhra Pradesh,2020,Q4,pincode,136049,530016,28
Andhra Pradesh,2020,Q4,pincode,130871,518002,28
Andhra Pradesh,2020,Q4,pincode,130500,516001,28
Andhra Pradesh,2020,Q4,pincode,117397,516360,28
Andhra Pradesh,2020,Q4,pincode,110746,524002,28
Andhra Pradesh,2020,Q4,pincode,106320,530026,28
Andhra Pradesh,2020,Q4,pincode,104956,520010,28
Andhra Pradesh,2021,Q1,district,2368081,Visakhapatnam,28
Andhra Pradesh,2021,Q1,district,1878769,East Godavari,28
Andhra Pradesh,2021,Q1,district,1876458,Krishna,28
Andhra Pradesh,2021,Q1,district,1843237,Guntur,28
Andhra Pradesh,2021,Q1,district,1751420,Chittoor,28
Andhra Pradesh,2021,Q1,district,1394849,Anantapur,28
Andhra Pradesh,2021,Q1,district,1323411,Kurnool,28
Andhra Pradesh,2021,Q1,district,1254117,West Godavari,28
Andhra Pradesh,2021,Q1,district,1100541,Spsr Nellore,28
Andhra Pradesh,2021,Q1,district,1075936,Prakasam,28
Andhra Pradesh,2021,Q1,pincode,190712,517501,28
Andhra Pradesh,2021,Q1,pincode,171417,517507,28
Andhra Pradesh,2021,Q1,pincode,147941,515001,28
Andhra Pradesh,2021,Q1,pincode,145206,530016,28
Andhra Pradesh,2021,Q1,pincode,140153,518002,28
Andhra Pradesh,2021,Q1,pincode,139840,516001,28
Andhra Pradesh,2021,Q1,pincode,126260,516360,28
Andhra Pradesh,2021,Q1,pincode,118730,524002,28
Andhra Pradesh,2021,Q1,pincode,113581,530026,28
Andhra Pradesh,2021,Q1,pincode,112324,520010,28
Andhra Pradesh,2021,Q2,district,2526830,Visakhapatnam,28
Andhra Pradesh,2021,Q2,district,2006272,East Godavari,28
Andhra Pradesh,2021,Q2,district,2002662,Krishna,28
Andhra Pradesh,2021,Q2,district,1968681,Guntur,28
Andhra Pradesh,2021,Q2,district,1870723,Chittoor,28
Andhra Pradesh,2021,Q2,district,1492738,Anantapur,28
Andhra Pradesh,2021,Q2,district,1415585,Kurnool,28
Andhra Pradesh,2021,Q2,district,1339377,West Godavari,28
Andhra Pradesh,2021,Q2,district,1176334,Spsr Nellore,28
Andhra Pradesh,2021,Q2,district,1151232,Prakasam,28
Andhra Pradesh,2021,Q2,pincode,203005,517501,28
Andhra Pradesh,2021,Q2,pincode,182425,517507,28
Andhra Pradesh,2021,Q2,pincode,157649,515001,28
Andhra Pradesh,2021,Q2,pincode,154509,530016,28
Andhra Pradesh,2021,Q2,pincode,149368,518002,28
Andhra Pradesh,2021,Q2,pincode,148851,516001,28
Andhra Pradesh,2021,Q2,pincode,134622,516360,28
Andhra Pradesh,2021,Q2,pincode,126459,524002,28
Andhra Pradesh,2021,Q2,pincode,120973,530026,28
Andhra Pradesh,2021,Q2,pincode,119561,520010,28
Andhra Pradesh,2021,Q3,district,2707931,Visakhapatnam,28
Andhra Pradesh,2021,Q3,district,2150622,East Godavari,28
Andhra Pradesh,2021,Q3,district,2145423,Krishna,28
Andhra Pradesh,2021,Q3,district,2110878,Guntur,28
Andhra Pradesh,2021,Q3,district,2007011,Chittoor,28
Andhra Pradesh,2021,Q3,district,1606735,Anantapur,28
Andhra Pradesh,2021,Q3,district,1522196,Kurnool,28
Andhra Pradesh,2021,Q3,district,1436576,West Godavari,28
Andhra Pradesh,2021,Q3,district,1263550,Spsr Nellore,28
Andhra Pradesh,2021,Q3,district,1239147,Prakasam,28
Andhra Pradesh,2021,Q3,pincode,216777,517501,28
Andhra Pradesh,2021,Q3,pincode,194860,517507,28
Andhra Pradesh,2021,Q3,pincode,168654,515001,28
Andhra Pradesh,2021,Q3,pincode,164812,530016,28
Andhra Pradesh,2021,Q3,pincode,159802,518002,28
Andhra Pradesh,2021,Q3,pincode,158891,516001,28
Andhra Pradesh,2021,Q3,pincode,144068,516360,28
Andhra Pradesh,2021,Q3,pincode,135136,524002,28
Andhra Pradesh,2021,Q3,pincode,129270,530026,28
Andhra Pradesh,2021,Q3,pincode,127618,520010,28
Andhra Pradesh,2021,Q4,district,2888774,Visakhapatnam,28
Andhra Pradesh,2021,Q4,district,2294347,East Godavari,28
Andhra Pradesh,2021,Q4,district,2288148,Krishna,28
Andhra Pradesh,2021,Q4,district,2252443,Guntur,28
Andhra Pradesh,2021,Q4,district,2141818,Chittoor,28
Andhra Pradesh,2021,Q4,district,1719437,Anantapur,28
Andhra Pradesh,2021,Q4,district,1628242,Kurnool,28
Andhra Pradesh,2021,Q4,district,1532898,West Godavari,28
Andhra Pradesh,2021,Q4,district,1349290,Spsr Nellore,28
Andhra Pradesh,2021,Q4,district,1325728,Prakasam,28
Andhra Pradesh,2021,Q4,pincode,230688,517501,28
Andhra Pradesh,2021,Q4,pincode,207174,517507,28
Andhra Pradesh,2021,Q4,pincode,179763,515001,28
Andhra Pradesh,2021,Q4,pincode,175300,530016,28
Andhra Pradesh,2021,Q4,pincode,170267,518002,28
Andhra Pradesh,2021,Q4,pincode,169158,516001,28
Andhra Pradesh,2021,Q4,pincode,153381,516360,28
Andhra Pradesh,2021,Q4,pincode,143764,524002,28
Andhra Pradesh,2021,Q4,pincode,137812,530026,28
Andhra Pradesh,2021,Q4,pincode,135719,520010,28
Andhra Pradesh,2022,Q1,district,3061324,Visakhapatnam,28
Andhra Pradesh,2022,Q1,district,2432305,East Godavari,28
Andhra Pradesh,2022,Q1,district,2423373,Krishna,28
Andhra Pradesh,2022,Q1,district,2387051,Guntur,28
Andhra Pradesh,2022,Q1,district,2270705,Chittoor,28
Andhra Pradesh,2022,Q1,district,1827094,Anantapur,28
Andhra Pradesh,2022,Q1,district,1729513,Kurnool,28
Andhra Pradesh,2022,Q1,district,1626039,West Godavari,28
Andhra Pradesh,2022,Q1,district,1431664,Spsr Nellore,28
Andhra Pradesh,2022,Q1,district,1408929,Prakasam,28
Andhra Pradesh,2022,Q1,pincode,243791,517501,28
Andhra Pradesh,2022,Q1,pincode,218905,517507,28
Andhra Pradesh,2022,Q1,pincode,190203,515001,28
Andhra Pradesh,2022,Q1,pincode,185094,530016,28
Andhra Pradesh,2022,Q1,pincode,180102,518002,28
Andhra Pradesh,2022,Q1,pincode,179007,516001,28
Andhra Pradesh,2022,Q1,pincode,162263,516360,28
Andhra Pradesh,2022,Q1,pincode,151939,524002,28
Andhra Pradesh,2022,Q1,pincode,145842,530026,28
Andhra Pradesh,2022,Q1,pincode,143308,520010,28
Andhra Pradesh,2022,Q2,district,3226029,Visakhapatnam,28
Andhra Pradesh,2022,Q2,district,2564165,East Godavari,28
Andhra Pradesh,2022,Q2,district,2552107,Krishna,28
Andhra Pradesh,2022,Q2,district,2514794,Guntur,28
Andhra Pradesh,2022,Q2,district,2392549,Chittoor,28
Andhra Pradesh,2022,Q2,district,1928213,Anantapur,28
Andhra Pradesh,2022,Q2,district,1825280,Kurnool,28
Andhra Pradesh,2022,Q2,district,1714357,West Godavari,28
Andhra Pradesh,2022,Q2,district,1509927,Spsr Nellore,28
Andhra Pradesh,2022,Q2,district,1487589,Prakasam,28
Andhra Pradesh,2022,Q2,pincode,256290,517501,28
Andhra Pradesh,2022,Q2,pincode,229983,517507,28
Andhra Pradesh,2022,Q2,pincode,200266,515001,28
Andhra Pradesh,2022,Q2,pincode,194513,530016,28
Andhra Pradesh,2022,Q2,pincode,189505,518002,28
Andhra Pradesh,2022,Q2,pincode,188295,516001,28
Andhra Pradesh,2022,Q2,pincode,170855,516360,28
Andhra Pradesh,2022,Q2,pincode,159834,524002,28
Andhra Pradesh,2022,Q2,pincode,153586,530026,28
Andhra Pradesh,2022,Q2,pincode,150546,520010,28
Andhra Pradesh,2022,Q3,district,3397514,Visakhapatnam,28
Andhra Pradesh,2022,Q3,district,2702234,East Godavari,28
Andhra Pradesh,2022,Q3,district,2685215,Krishna,28
Andhra Pradesh,2022,Q3,district,2647100,Guntur,28
Andhra Pradesh,2022,Q3,district,2517657,Chittoor,28
Andhra Pradesh,2022,Q3,district,2030824,Anantapur,28
Andhra Pradesh,2022,Q3,district,1924127,Kurnool,28
Andhra Pradesh,2022,Q3,district,1805967,West Godavari,28
Andhra Pradesh,2022,Q3,district,1588875,Spsr Nellore,28
Andhra Pradesh,2022,Q3,district,1567520,Prakasam,28
Andhra Pradesh,2022,Q3,pincode,269370,517501,28
Andhra Pradesh,2022,Q3,pincode,241720,517507,28
Andhra Pradesh,2022,Q3,pincode,210661,515001,28
Andhra Pradesh,2022,Q3,pincode,204230,530016,28
Andhra Pradesh,2022,Q3,pincode,199354,518002,28
Andhra Pradesh,2022,Q3,pincode,197910,516001,28
Andhra Pradesh,2022,Q3,pincode,179806,516360,28
Andhra Pradesh,2022,Q3,pincode,168015,524002,28
Andhra Pradesh,2022,Q3,pincode,161715,530026,28
Andhra Pradesh,2022,Q3,pincode,158071,520010,28
Andhra Pradesh,2022,Q4,district,3566854,Visakhapatnam,28
Andhra Pradesh,2022,Q4,district,2835087,East Godavari,28
Andhra Pradesh,2022,Q4,district,2813645,Krishna,28
Andhra Pradesh,2022,Q4,district,2774365,Guntur,28
Andhra Pradesh,2022,Q4,district,2636036,Chittoor,28
Andhra Pradesh,2022,Q4,district,2128066,Anantapur,28
Andhra Pradesh,2022,Q4,district,2018290,Kurnool,28
Andhra Pradesh,2022,Q4,district,1893310,West Godavari,28
Andhra Pradesh,2022,Q4,district,1663684,Spsr Nellore,28
Andhra Pradesh,2022,Q4,district,1642503,Prakasam,28
Andhra Pradesh,2022,Q4,pincode,282766,517501,28
Andhra Pradesh,2022,Q4,pincode,253314,517507,28
Andhra Pradesh,2022,Q4,pincode,221328,515001,28
Andhra Pradesh,2022,Q4,pincode,214155,530016,28
Andhra Pradesh,2022,Q4,pincode,209376,518002,28
Andhra Pradesh,2022,Q4,pincode,207725,516001,28
Andhra Pradesh,2022,Q4,pincode,188768,516360,28
Andhra Pradesh,2022,Q4,pincode,176415,524002,28
Andhra Pradesh,2022,Q4,pincode,169957,530026,28
Andhra Pradesh,2022,Q4,pincode,165734,520010,28
Arunanchal Pradesh,2018,Q1,district,7649,Papum Pare,12
Arunanchal Pradesh,2018,Q1,district,2202,West Kameng,12
Arunanchal Pradesh,2018,Q1,district,1803,East Siang,12
Arunanchal Pradesh,2018,Q1,district,1525,Tawang,12
Arunanchal Pradesh,2018,Q1,district,1208,Changlang,12
Arunanchal Pradesh,2018,Q1,district,1207,Lohit,12
Arunanchal Pradesh,2018,Q1,district,846,West Siang,12
Arunanchal Pradesh,2018,Q1,district,737,Namsai,12
Arunanchal Pradesh,2018,Q1,district,601,Lower Dibang Valley,12
Arunanchal Pradesh,2018,Q1,district,572,Upper Subansiri,12
Arunanchal Pradesh,2018,Q1,pincode,2316,791110,12
Arunanchal Pradesh,2018,Q1,pincode,2203,791111,12
Arunanchal Pradesh,2018,Q1,pincode,1475,791113,12
Arunanchal Pradesh,2018,Q1,pincode,1471,791102,12
Arunanchal Pradesh,2018,Q1,pincode,1139,790104,12
Arunanchal Pradesh,2018,Q1,pincode,969,791001,12
Arunanchal Pradesh,2018,Q1,pincode,857,791109,12
Arunanchal Pradesh,2018,Q1,pincode,829,792103,12
Arunanchal Pradesh,2018,Q1,pincode,828,792001,12
Arunanchal Pradesh,2018,Q1,pincode,766,790116,12
Arunanchal Pradesh,2018,Q2,district,11418,Papum Pare,12
Arunanchal Pradesh,2018,Q2,district,3442,West Kameng,12
Arunanchal Pradesh,2018,Q2,district,2646,East Siang,12
Arunanchal Pradesh,2018,Q2,district,2266,Tawang,12
Arunanchal Pradesh,2018,Q2,district,2014,Changlang,12
Arunanchal Pradesh,2018,Q2,district,1898,Lohit,12
Arunanchal Pradesh,2018,Q2,district,1276,Namsai,12
Arunanchal Pradesh,2018,Q2,district,1224,West Siang,12
Arunanchal Pradesh,2018,Q2,district,893,Lower Dibang Valley,12
Arunanchal Pradesh,2018,Q2,district,883,Upper Subansiri,12
Arunanchal Pradesh,2018,Q2,pincode,3488,791110,12
Arunanchal Pradesh,2018,Q2,pincode,3272,791111,12
Arunanchal Pradesh,2018,Q2,pincode,2219,791113,12
Arunanchal Pradesh,2018,Q2,pincode,2212,791102,12
Arunanchal Pradesh,2018,Q2,pincode,1698,790104,12
Arunanchal Pradesh,2018,Q2,pincode,1457,792103,12
Arunanchal Pradesh,2018,Q2,pincode,1421,791001,12
Arunanchal Pradesh,2018,Q2,pincode,1315,792001,12
Arunanchal Pradesh,2018,Q2,pincode,1231,791109,12
Arunanchal Pradesh,2018,Q2,pincode,1213,790116,12
Arunanchal Pradesh,2018,Q3,district,16009,Papum Pare,12
Arunanchal Pradesh,2018,Q3,district,4765,West Kameng,12
Arunanchal Pradesh,2018,Q3,district,3590,East Siang,12
Arunanchal Pradesh,2018,Q3,district,3112,Tawang,12
Arunanchal Pradesh,2018,Q3,district,2889,Changlang,12
Arunanchal Pradesh,2018,Q3,district,2612,Lohit,12
Arunanchal Pradesh,2018,Q3,district,1862,Namsai,12
Arunanchal Pradesh,2018,Q3,district,1652,West Siang,12
Arunanchal Pradesh,2018,Q3,district,1286,Lower Dibang Valley,12
Arunanchal Pradesh,2018,Q3,district,1226,Tirap,12
Arunanchal Pradesh,2018,Q3,pincode,4872,791110,12
Arunanchal Pradesh,2018,Q3,pincode,4610,791111,12
Arunanchal Pradesh,2018,Q3,pincode,3178,791113,12
Arunanchal Pradesh,2018,Q3,pincode,3077,791102,12
Arunanchal Pradesh,2018,Q3,pincode,2328,790104,12
Arunanchal Pradesh,2018,Q3,pincode,2067,792103,12
Arunanchal Pradesh,2018,Q3,pincode,1907,791001,12
Arunanchal Pradesh,2018,Q3,pincode,1819,792001,12
Arunanchal Pradesh,2018,Q3,pincode,1623,790116,12
Arunanchal Pradesh,2018,Q3,pincode,1612,791109,12
Arunanchal Pradesh,2018,Q4,district,21342,Papum Pare,12
Arunanchal Pradesh,2018,Q4,district,6492,West Kameng,12
Arunanchal Pradesh,2018,Q4,district,4813,East Siang,12
Arunanchal Pradesh,2018,Q4,district,4085,Tawang,12
Arunanchal Pradesh,2018,Q4,district,4036,Changlang,12
Arunanchal Pradesh,2018,Q4,district,3588,Lohit,12
Arunanchal Pradesh,2018,Q4,district,2495,Namsai,12
Arunanchal Pradesh,2018,Q4,district,2117,West Siang,12
Arunanchal Pradesh,2018,Q4,district,1827,Lower Dibang Valley,12
Arunanchal Pradesh,2018,Q4,district,1684,Tirap,12
Arunanchal Pradesh,2018,Q4,pincode,6599,791110,12
Arunanchal Pradesh,2018,Q4,pincode,6225,791111,12
Arunanchal Pradesh,2018,Q4,pincode,4115,791113,12
Arunanchal Pradesh,2018,Q4,pincode,4109,791102,12
Arunanchal Pradesh,2018,Q4,pincode,3034,790104,12
Arunanchal Pradesh,2018,Q4,pincode,2741,792103,12
Arunanchal Pradesh,2018,Q4,pincode,2577,792001,12
Arunanchal Pradesh,2018,Q4,pincode,2444,791001,12
Arunanchal Pradesh,2018,Q4,pincode,2206,790116,12
Arunanchal Pradesh,2018,Q4,pincode,2071,791109,12
Arunanchal Pradesh,2019,Q1,district,26298,Papum Pare,12
Arunanchal Pradesh,2019,Q1,district,8115,West Kameng,12
Arunanchal Pradesh,2019,Q1,district,5899,East Siang,12
Arunanchal Pradesh,2019,Q1,district,5210,Changlang,12
Arunanchal Pradesh,2019,Q1,district,5023,Tawang,12
Arunanchal Pradesh,2019,Q1,district,4416,Lohit,12
Arunanchal Pradesh,2019,Q1,district,3153,Namsai,12
Arunanchal Pradesh,2019,Q1,district,2656,West Siang,12
Arunanchal Pradesh,2019,Q1,district,2314,Lower Dibang Valley,12
Arunanchal Pradesh,2019,Q1,district,2082,Tirap,12
Arunanchal Pradesh,2019,Q1,pincode,8094,791110,12
Arunanchal Pradesh,2019,Q1,pincode,7673,791111,12
Arunanchal Pradesh,2019,Q1,pincode,5140,791113,12
Arunanchal Pradesh,2019,Q1,pincode,5030,791102,12
Arunanchal Pradesh,2019,Q1,pincode,3751,790104,12
Arunanchal Pradesh,2019,Q1,pincode,3477,792103,12
Arunanchal Pradesh,2019,Q1,pincode,3160,792001,12
Arunanchal Pradesh,2019,Q1,pincode,3103,791001,12
Arunanchal Pradesh,2019,Q1,pincode,2798,790116,12
Arunanchal Pradesh,2019,Q1,pincode,2519,791109,12
Arunanchal Pradesh,2019,Q2,district,32800,Papum Pare,12
Arunanchal Pradesh,2019,Q2,district,9782,West Kameng,12
Arunanchal Pradesh,2019,Q2,district,7319,East Siang,12
Arunanchal Pradesh,2019,Q2,district,6884,Changlang,12
Arunanchal Pradesh,2019,Q2,district,5908,Tawang,12
Arunanchal Pradesh,2019,Q2,district,5485,Lohit,12
Arunanchal Pradesh,2019,Q2,district,3914,Namsai,12
Arunanchal Pradesh,2019,Q2,district,3393,West Siang,12
Arunanchal Pradesh,2019,Q2,district,2842,Lower Dibang Valley,12
Arunanchal Pradesh,2019,Q2,district,2697,Tirap,12
Arunanchal Pradesh,2019,Q2,pincode,10055,791110,12
Arunanchal Pradesh,2019,Q2,pincode,9597,791111,12
Arunanchal Pradesh,2019,Q2,pincode,6418,791113,12
Arunanchal Pradesh,2019,Q2,pincode,6283,791102,12
Arunanchal Pradesh,2019,Q2,pincode,4437,790104,12
Arunanchal Pradesh,2019,Q2,pincode,4369,792103,12
Arunanchal Pradesh,2019,Q2,pincode,3960,791001,12
Arunanchal Pradesh,2019,Q2,pincode,3918,792001,12
Arunanchal Pradesh,2019,Q2,pincode,3335,790116,12
Arunanchal Pradesh,2019,Q2,pincode,3151,791109,12
Arunanchal Pradesh,2019,Q3,district,38845,Papum Pare,12
Arunanchal Pradesh,2019,Q3,district,11186,West Kameng,12
Arunanchal Pradesh,2019,Q3,district,8571,East Siang,12
Arunanchal Pradesh,2019,Q3,district,8145,Changlang,12
Arunanchal Pradesh,2019,Q3,district,6553,Tawang,12
Arunanchal Pradesh,2019,Q3,district,6421,Lohit,12
Arunanchal Pradesh,2019,Q3,district,4563,Namsai,12
Arunanchal Pradesh,2019,Q3,district,4101,West Siang,12
Arunanchal Pradesh,2019,Q3,district,3398,Lower Dibang Valley,12
Arunanchal Pradesh,2019,Q3,district,3099,Tirap,12
Arunanchal Pradesh,2019,Q3,pincode,11834,791110,12
Arunanchal Pradesh,2019,Q3,pincode,11464,791111,12
Arunanchal Pradesh,2019,Q3,pincode,7593,791113,12
Arunanchal Pradesh,2019,Q3,pincode,7308,791102,12
Arunanchal Pradesh,2019,Q3,pincode,5172,792103,12
Arunanchal Pradesh,2019,Q3,pincode,4964,790104,12
Arunanchal Pradesh,2019,Q3,pincode,4733,791001,12
Arunanchal Pradesh,2019,Q3,pincode,4605,792001,12
Arunanchal Pradesh,2019,Q3,pincode,3715,791109,12
Arunanchal Pradesh,2019,Q3,pincode,3709,790116,12
Arunanchal Pradesh,2019,Q4,district,44746,Papum Pare,12
Arunanchal Pradesh,2019,Q4,district,12562,West Kameng,12
Arunanchal Pradesh,2019,Q4,district,9859,East Siang,12
Arunanchal Pradesh,2019,Q4,district,9662,Changlang,12
Arunanchal Pradesh,2019,Q4,district,7386,Lohit,12
Arunanchal Pradesh,2019,Q4,district,7303,Tawang,12
Arunanchal Pradesh,2019,Q4,district,5190,Namsai,12
Arunanchal Pradesh,2019,Q4,district,4773,West Siang,12
Arunanchal Pradesh,2019,Q4,district,3944,Lower Dibang Valley,12
Arunanchal Pradesh,2019,Q4,district,3605,Tirap,12
Arunanchal Pradesh,2019,Q4,pincode,13737,791110,12
Arunanchal Pradesh,2019,Q4,pincode,13109,791111,12
Arunanchal Pradesh,2019,Q4,pincode,8753,791113,12
Arunanchal Pradesh,2019,Q4,pincode,8369,791102,12
Arunanchal Pradesh,2019,Q4,pincode,5974,792103,12
Arunanchal Pradesh,2019,Q4,pincode,5523,790104,12
Arunanchal Pradesh,2019,Q4,pincode,5499,791001,12
Arunanchal Pradesh,2019,Q4,pincode,5268,792001,12
Arunanchal Pradesh,2019,Q4,pincode,4216,791109,12
Arunanchal Pradesh,2019,Q4,pincode,4071,790116,12
Arunanchal Pradesh,2020,Q1,district,51342,Papum Pare,12
Arunanchal Pradesh,2020,Q1,district,13983,West Kameng,12
Arunanchal Pradesh,2020,Q1,district,11298,East Siang,12
Arunanchal Pradesh,2020,Q1,district,11262,Changlang,12
Arunanchal Pradesh,2020,Q1,district,8454,Lohit,12
Arunanchal Pradesh,2020,Q1,district,8048,Tawang,12
Arunanchal Pradesh,2020,Q1,district,6029,Namsai,12
Arunanchal Pradesh,2020,Q1,district,5757,West Siang,12
Arunanchal Pradesh,2020,Q1,district,4650,Lower Dibang Valley,12
