,State,Year,Quater,District,Registered_user,App_opening,id
386,Arunanchal Pradesh,2018,Q3,Kurung Kumey District,222,0,12
387,Arunanchal Pradesh,2018,Q3,Siang District,373,0,12
388,Arunanchal Pradesh,2018,Q3,Kra Daadi District,190,0,12
389,Arunanchal Pradesh,2018,Q3,Changlang District,2889,0,12
390,Arunanchal Pradesh,2018,Q3,Pakke Kessang District,103,0,12
391,Arunanchal Pradesh,2018,Q3,East Siang District,3590,0,12
392,Arunanchal Pradesh,2018,Q3,Upper Subansiri District,1169,0,12
393,Arunanchal Pradesh,2018,Q3,Tawang District,3112,0,12
394,Arunanchal Pradesh,2018,Q3,Namsai District,1862,0,12
395,Arunanchal Pradesh,2018,Q4,Lower Subansiri District,1459,0,12
396,Arunanchal Pradesh,2018,Q4,Tirap District,1684,0,12
397,Arunanchal Pradesh,2018,Q4,Papum Pare District,21342,0,12
398,Arunanchal Pradesh,2018,Q4,Anjaw District,744,0,12
399,Arunanchal Pradesh,2018,Q4,Lower Siang District,936,0,12
400,Arunanchal Pradesh,2018,Q4,Dibang Valley District,178,0,12
401,Arunanchal Pradesh,2018,Q4,West Kameng District,6492,0,12
402,Arunanchal Pradesh,2018,Q4,Shi Yomi District,144,0,12
403,Arunanchal Pradesh,2018,Q4,East Kameng District,691,0,12
404,Arunanchal Pradesh,2018,Q4,Lohit District,3588,0,12
405,Arunanchal Pradesh,2018,Q4,Lepa Rada District,548,0,12
406,Arunanchal Pradesh,2018,Q4,Lower Dibang Valley District,1827,0,12
407,Arunanchal Pradesh,2018,Q4,Longding District,923,0,12
408,Arunanchal Pradesh,2018,Q4,West Siang District,2117,0,12
409,Arunanchal Pradesh,2018,Q4,Kamle District,109,0,12
410,Arunanchal Pradesh,2018,Q4,Upper Siang District,868,0,12
411,Arunanchal Pradesh,2018,Q4,Kurung Kumey District,321,0,12
412,Arunanchal Pradesh,2018,Q4,Siang District,483,0,12
413,Arunanchal Pradesh,2018,Q4,Kra Daadi District,255,0,12
414,Arunanchal Pradesh,2018,Q4,Changlang District,4036,0,12
415,Arunanchal Pradesh,2018,Q4,Pakke Kessang District,138,0,12
416,Arunanchal Pradesh,2018,Q4,East Siang District,4813,0,12
417,Arunanchal Pradesh,2018,Q4,Upper Subansiri District,1576,0,12
418,Arunanchal Pradesh,2018,Q4,Tawang District,4085,0,12
419,Arunanchal Pradesh,2018,Q4,Namsai District,2495,0,12
420,Arunanchal Pradesh,2019,Q1,Lower Subansiri District,1879,0,12
421,Arunanchal Pradesh,2019,Q1,Tirap District,2082,0,12
422,Arunanchal Pradesh,2019,Q1,Papum Pare District,26298,0,12
423,Arunanchal Pradesh,2019,Q1,Anjaw District,934,0,12
424,Arunanchal Pradesh,2019,Q1,Lower Siang District,1123,0,12
425,Arunanchal Pradesh,2019,Q1,Dibang Valley District,211,0,12
426,Arunanchal Pradesh,2019,Q1,West Kameng District,8115,0,12
427,Arunanchal Pradesh,2019,Q1,Shi Yomi District,186,0,12
428,Arunanchal Pradesh,2019,Q1,East Kameng District,876,0,12
429,Arunanchal Pradesh,2019,Q1,Lohit District,4416,0,12
430,Arunanchal Pradesh,2019,Q1,Lepa Rada District,710,0,12
431,Arunanchal Pradesh,2019,Q1,Lower Dibang Valley District,2314,0,12
432,Arunanchal Pradesh,2019,Q1,Longding District,1152,0,12
433,Arunanchal Pradesh,2019,Q1,West Siang District,2656,0,12
434,Arunanchal Pradesh,2019,Q1,Kamle District,141,0,12
435,Arunanchal Pradesh,2019,Q1,Upper Siang District,1125,0,12
436,Arunanchal Pradesh,2019,Q1,Kurung Kumey District,385,0,12
437,Arunanchal Pradesh,2019,Q1,Siang District,651,0,12
438,Arunanchal Pradesh,2019,Q1,Kra Daadi District,350,0,12
439,Arunanchal Pradesh,2019,Q1,Changlang District,5210,0,12
440,Arunanchal Pradesh,2019,Q1,Pakke Kessang District,162,0,12
441,Arunanchal Pradesh,2019,Q1,East Siang District,5899,0,12
442,Arunanchal Pradesh,2019,Q1,Upper Subansiri District,1906,0,12
443,Arunanchal Pradesh,2019,Q1,Tawang District,5023,0,12
444,Arunanchal Pradesh,2019,Q1,Namsai District,3153,0,12
445,Arunanchal Pradesh,2019,Q2,Lower Subansiri District,2463,11644,12
446,Arunanchal Pradesh,2019,Q2,Tirap District,2697,12779,12
447,Arunanchal Pradesh,2019,Q2,Papum Pare District,32800,163673,12
448,Arunanchal Pradesh,2019,Q2,Anjaw District,1175,4993,12
449,Arunanchal Pradesh,2019,Q2,Lower Siang District,1457,7737,12
450,Arunanchal Pradesh,2019,Q2,Dibang Valley District,241,258,12
451,Arunanchal Pradesh,2019,Q2,West Kameng District,9782,73944,12
452,Arunanchal Pradesh,2019,Q2,Shi Yomi District,225,24,12
453,Arunanchal Pradesh,2019,Q2,East Kameng District,1075,4146,12
454,Arunanchal Pradesh,2019,Q2,Lohit District,5485,32550,12
455,Arunanchal Pradesh,2019,Q2,Lepa Rada District,903,4196,12
456,Arunanchal Pradesh,2019,Q2,Lower Dibang Valley District,2842,12669,12
457,Arunanchal Pradesh,2019,Q2,Longding District,1420,13256,12
458,Arunanchal Pradesh,2019,Q2,West Siang District,3393,15972,12
459,Arunanchal Pradesh,2019,Q2,Kamle District,212,972,12
460,Arunanchal Pradesh,2019,Q2,Upper Siang District,1372,2710,12
461,Arunanchal Pradesh,2019,Q2,Kurung Kumey District,481,2171,12
462,Arunanchal Pradesh,2019,Q2,Siang District,831,3209,12
463,Arunanchal Pradesh,2019,Q2,Kra Daadi District,440,2639,12
464,Arunanchal Pradesh,2019,Q2,Changlang District,6884,37725,12
465,Arunanchal Pradesh,2019,Q2,Pakke Kessang District,211,1237,12
466,Arunanchal Pradesh,2019,Q2,East Siang District,7319,34596,12
467,Arunanchal Pradesh,2019,Q2,Upper Subansiri District,2355,9043,12
468,Arunanchal Pradesh,2019,Q2,Tawang District,5908,32103,12
469,Arunanchal Pradesh,2019,Q2,Namsai District,3914,18627,12
470,Arunanchal Pradesh,2019,Q3,Lower Subansiri District,2928,42877,12
471,Arunanchal Pradesh,2019,Q3,Tirap District,3099,49222,12
472,Arunanchal Pradesh,2019,Q3,Papum Pare District,38845,582435,12
473,Arunanchal Pradesh,2019,Q3,Anjaw District,1358,19509,12
474,Arunanchal Pradesh,2019,Q3,Lower Siang District,1689,25736,12
475,Arunanchal Pradesh,2019,Q3,Dibang Valley District,271,1436,12
476,Arunanchal Pradesh,2019,Q3,West Kameng District,11186,260068,12
477,Arunanchal Pradesh,2019,Q3,Shi Yomi District,239,158,12
478,Arunanchal Pradesh,2019,Q3,East Kameng District,1304,19974,12
479,Arunanchal Pradesh,2019,Q3,Lohit District,6421,112322,12
480,Arunanchal Pradesh,2019,Q3,Lepa Rada District,1064,13695,12
481,Arunanchal Pradesh,2019,Q3,Lower Dibang Valley District,3398,43057,12
482,Arunanchal Pradesh,2019,Q3,Longding District,1634,46571,12
483,Arunanchal Pradesh,2019,Q3,West Siang District,4101,64241,12
484,Arunanchal Pradesh,2019,Q3,Kamle District,258,3686,12
485,Arunanchal Pradesh,2019,Q3,Upper Siang District,1486,8960,12
486,Arunanchal Pradesh,2019,Q3,Kurung Kumey District,572,8396,12
487,Arunanchal Pradesh,2019,Q3,Siang District,948,13437,12
488,Arunanchal Pradesh,2019,Q3,Kra Daadi District,524,11363,12
489,Arunanchal Pradesh,2019,Q3,Changlang District,8145,139098,12
490,Arunanchal Pradesh,2019,Q3,Pakke Kessang District,244,5099,12
491,Arunanchal Pradesh,2019,Q3,East Siang District,8571,118071,12
492,Arunanchal Pradesh,2019,Q3,Upper Subansiri District,2748,35114,12
493,Arunanchal Pradesh,2019,Q3,Tawang District,6553,114907,12
494,Arunanchal Pradesh,2019,Q3,Namsai District,4563,72268,12
495,Arunanchal Pradesh,2019,Q4,Lower Subansiri District,3564,53396,12
496,Arunanchal Pradesh,2019,Q4,Tirap District,3605,67097,12
497,Arunanchal Pradesh,2019,Q4,Papum Pare District,44746,670934,12
498,Arunanchal Pradesh,2019,Q4,Anjaw District,1564,23729,12
499,Arunanchal Pradesh,2019,Q4,Lower Siang District,1921,28156,12
500,Arunanchal Pradesh,2019,Q4,Dibang Valley District,289,1738,12
501,Arunanchal Pradesh,2019,Q4,West Kameng District,12562,313584,12
502,Arunanchal Pradesh,2019,Q4,Shi Yomi District,266,880,12
503,Arunanchal Pradesh,2019,Q4,East Kameng District,1623,27850,12
504,Arunanchal Pradesh,2019,Q4,Lohit District,7386,129353,12
505,Arunanchal Pradesh,2019,Q4,Lepa Rada District,1263,20798,12
506,Arunanchal Pradesh,2019,Q4,Lower Dibang Valley District,3944,50034,12
507,Arunanchal Pradesh,2019,Q4,Longding District,1847,48945,12
508,Arunanchal Pradesh,2019,Q4,West Siang District,4773,70790,12
509,Arunanchal Pradesh,2019,Q4,Kamle District,323,5098,12
510,Arunanchal Pradesh,2019,Q4,Upper Siang District,1804,26060,12
511,Arunanchal Pradesh,2019,Q4,Kurung Kumey District,653,7904,12
512,Arunanchal Pradesh,2019,Q4,Siang District,1131,19220,12
513,Arunanchal Pradesh,2019,Q4,Kra Daadi District,603,13700,12
514,Arunanchal Pradesh,2019,Q4,Changlang District,9662,152680,12
515,Arunanchal Pradesh,2019,Q4,Pakke Kessang District,296,5981,12
516,Arunanchal Pradesh,2019,Q4,East Siang District,9859,132534,12
517,Arunanchal Pradesh,2019,Q4,Upper Subansiri District,3144,42354,12
518,Arunanchal Pradesh,2019,Q4,Tawang District,7303,139898,12
519,Arunanchal Pradesh,2019,Q4,Namsai District,5190,87627,12
520,Arunanchal Pradesh,2020,Q1,Lower Subansiri District,4351,72887,12
521,Arunanchal Pradesh,2020,Q1,Tirap District,4261,76554,12
522,Arunanchal Pradesh,2020,Q1,Papum Pare District,51342,819599,12
523,Arunanchal Pradesh,2020,Q1,Anjaw District,1747,25453,12
524,Arunanchal Pradesh,2020,Q1,Lower Siang District,2201,35216,12
525,Arunanchal Pradesh,2020,Q1,Dibang Valley District,320,2195,12
526,Arunanchal Pradesh,2020,Q1,West Kameng District,13983,332479,12
527,Arunanchal Pradesh,2020,Q1,Shi Yomi District,290,989,12
528,Arunanchal Pradesh,2020,Q1,East Kameng District,1962,37103,12
529,Arunanchal Pradesh,2020,Q1,Lohit District,8454,159158,12
530,Arunanchal Pradesh,2020,Q1,Lepa Rada District,1532,28280,12
531,Arunanchal Pradesh,2020,Q1,Lower Dibang Valley District,4650,71091,12
532,Arunanchal Pradesh,2020,Q1,Longding District,2201,58817,12
533,Arunanchal Pradesh,2020,Q1,West Siang District,5757,97255,12
534,Arunanchal Pradesh,2020,Q1,Kamle District,373,7135,12
535,Arunanchal Pradesh,2020,Q1,Upper Siang District,2143,37600,12
536,Arunanchal Pradesh,2020,Q1,Kurung Kumey District,725,11471,12
537,Arunanchal Pradesh,2020,Q1,Siang District,1390,24530,12
538,Arunanchal Pradesh,2020,Q1,Kra Daadi District,701,16770,12
539,Arunanchal Pradesh,2020,Q1,Changlang District,11262,201632,12
540,Arunanchal Pradesh,2020,Q1,Pakke Kessang District,371,9758,12
541,Arunanchal Pradesh,2020,Q1,East Siang District,11298,167166,12
542,Arunanchal Pradesh,2020,Q1,Upper Subansiri District,3675,56522,12
543,Arunanchal Pradesh,2020,Q1,Tawang District,8048,138728,12
544,Arunanchal Pradesh,2020,Q1,Namsai District,6029,109933,12
545,Arunanchal Pradesh,2020,Q2,Lower Subansiri District,5392,108893,12
546,Arunanchal Pradesh,2020,Q2,Tirap District,5239,114770,12
547,Arunanchal Pradesh,2020,Q2,Papum Pare District,59968,932769,12
548,Arunanchal Pradesh,2020,Q2,Anjaw District,1961,34903,12
549,Arunanchal Pradesh,2020,Q2,Lower Siang District,2644,48738,12
550,Arunanchal Pradesh,2020,Q2,Dibang Valley District,367,4076,12
551,Arunanchal Pradesh,2020,Q2,West Kameng District,15766,394250,12
552,Arunanchal Pradesh,2020,Q2,Shi Yomi District,320,1597,12
553,Arunanchal Pradesh,2020,Q2,East Kameng District,2506,53112,12
554,Arunanchal Pradesh,2020,Q2,Lohit District,10154,219948,12
555,Arunanchal Pradesh,2020,Q2,Lepa Rada District,1890,38098,12
556,Arunanchal Pradesh,2020,Q2,Lower Dibang Valley District,5782,110670,12
557,Arunanchal Pradesh,2020,Q2,Longding District,2751,86086,12
558,Arunanchal Pradesh,2020,Q2,West Siang District,7239,147515,12
559,Arunanchal Pradesh,2020,Q2,Kamle District,509,11566,12
560,Arunanchal Pradesh,2020,Q2,Upper Siang District,2552,54123,12
561,Arunanchal Pradesh,2020,Q2,Kurung Kumey District,834,16738,12
562,Arunanchal Pradesh,2020,Q2,Siang District,1831,40101,12
563,Arunanchal Pradesh,2020,Q2,Kra Daadi District,870,25480,12
564,Arunanchal Pradesh,2020,Q2,Changlang District,14036,293705,12
565,Arunanchal Pradesh,2020,Q2,Pakke Kessang District,438,13500,12
566,Arunanchal Pradesh,2020,Q2,East Siang District,13601,235755,12
567,Arunanchal Pradesh,2020,Q2,Upper Subansiri District,4465,80310,12
568,Arunanchal Pradesh,2020,Q2,Tawang District,8993,170812,12
569,Arunanchal Pradesh,2020,Q2,Namsai District,7426,149491,12
570,Arunanchal Pradesh,2020,Q3,Lower Subansiri District,6456,117359,12
571,Arunanchal Pradesh,2020,Q3,Tirap District,6119,125437,12
572,Arunanchal Pradesh,2020,Q3,Papum Pare District,69419,1157730,12
573,Arunanchal Pradesh,2020,Q3,Anjaw District,2226,42320,12
574,Arunanchal Pradesh,2020,Q3,Lower Siang District,2983,51520,12
575,Arunanchal Pradesh,2020,Q3,Dibang Valley District,411,4634,12
576,Arunanchal Pradesh,2020,Q3,West Kameng District,17636,461190,12
577,Arunanchal Pradesh,2020,Q3,Shi Yomi District,337,2788,12
578,Arunanchal Pradesh,2020,Q3,East Kameng District,3169,63062,12
579,Arunanchal Pradesh,2020,Q3,Lohit District,11755,264444,12
580,Arunanchal Pradesh,2020,Q3,Lepa Rada District,2304,47233,12
581,Arunanchal Pradesh,2020,Q3,Lower Dibang Valley District,6799,117752,12
582,Arunanchal Pradesh,2020,Q3,Longding District,3277,91330,12
583,Arunanchal Pradesh,2020,Q3,West Siang District,8623,158496,12
584,Arunanchal Pradesh,2020,Q3,Kamle District,639,12196,12
585,Arunanchal Pradesh,2020,Q3,Upper Siang District,3011,59246,12
586,Arunanchal Pradesh,2020,Q3,Kurung Kumey District,1025,18583,12
587,Arunanchal Pradesh,2020,Q3,Siang District,2225,42723,12
588,Arunanchal Pradesh,2020,Q3,Kra Daadi District,1026,29126,12
589,Arunanchal Pradesh,2020,Q3,Changlang District,16385,326045,12
590,Arunanchal Pradesh,2020,Q3,Pakke Kessang District,508,11721,12
591,Arunanchal Pradesh,2020,Q3,East Siang District,15921,302165,12
592,Arunanchal Pradesh,2020,Q3,Upper Subansiri District,5295,106598,12
593,Arunanchal Pradesh,2020,Q3,Tawang District,9944,224583,12
594,Arunanchal Pradesh,2020,Q3,Namsai District,8553,165140,12
595,Arunanchal Pradesh,2020,Q4,Lower Subansiri District,7388,124398,12
596,Arunanchal Pradesh,2020,Q4,Tirap District,6805,134124,12
597,Arunanchal Pradesh,2020,Q4,Papum Pare District,77936,1397025,12
598,Arunanchal Pradesh,2020,Q4,Anjaw District,2485,61121,12
599,Arunanchal Pradesh,2020,Q4,Lower Siang District,3320,54476,12
600,Arunanchal Pradesh,2020,Q4,Dibang Valley District,444,7677,12
601,Arunanchal Pradesh,2020,Q4,West Kameng District,19464,455337,12
602,Arunanchal Pradesh,2020,Q4,Shi Yomi District,370,5847,12
603,Arunanchal Pradesh,2020,Q4,East Kameng District,3638,62876,12
604,Arunanchal Pradesh,2020,Q4,Lohit District,13126,285992,12
605,Arunanchal Pradesh,2020,Q4,Lepa Rada District,2735,57036,12
606,Arunanchal Pradesh,2020,Q4,Lower Dibang Valley District,7693,132469,12
607,Arunanchal Pradesh,2020,Q4,Longding District,3753,87881,12
608,Arunanchal Pradesh,2020,Q4,West Siang District,9911,180696,12
609,Arunanchal Pradesh,2020,Q4,Kamle District,745,14866,12
610,Arunanchal Pradesh,2020,Q4,Upper Siang District,3497,80140,12
611,Arunanchal Pradesh,2020,Q4,Kurung Kumey District,1173,21168,12
612,Arunanchal Pradesh,2020,Q4,Siang District,2635,48090,12
613,Arunanchal Pradesh,2020,Q4,Kra Daadi District,1141,27924,12
614,Arunanchal Pradesh,2020,Q4,Changlang District,18203,320708,12
615,Arunanchal Pradesh,2020,Q4,Pakke Kessang District,593,11458,12
616,Arunanchal Pradesh,2020,Q4,East Siang District,17822,349321,12
617,Arunanchal Pradesh,2020,Q4,Upper Subansiri District,6069,125505,12
618,Arunanchal Pradesh,2020,Q4,Tawang District,10909,249095,12
619,Arunanchal Pradesh,2020,Q4,Namsai District,9437,177437,12
620,Arunanchal Pradesh,2021,Q1,Lower Subansiri District,8044,136547,12
621,Arunanchal Pradesh,2021,Q1,Tirap District,7376,136247,12
622,Arunanchal Pradesh,2021,Q1,Papum Pare District,84715,1553363,12
623,Arunanchal Pradesh,2021,Q1,Anjaw District,2660,55283,12
624,Arunanchal Pradesh,2021,Q1,Lower Siang District,3594,61226,12
625,Arunanchal Pradesh,2021,Q1,Dibang Valley District,478,9538,12
626,Arunanchal Pradesh,2021,Q1,West Kameng District,21027,483047,12
627,Arunanchal Pradesh,2021,Q1,Shi Yomi District,390,7228,12
628,Arunanchal Pradesh,2021,Q1,East Kameng District,3990,69455,12
629,Arunanchal Pradesh,2021,Q1,Lohit District,14231,295880,12
630,Arunanchal Pradesh,2021,Q1,Lepa Rada District,3008,68424,12
631,Arunanchal Pradesh,2021,Q1,Lower Dibang Valley District,8402,145425,12
632,Arunanchal Pradesh,2021,Q1,Longding District,4117,92482,12
633,Arunanchal Pradesh,2021,Q1,West Siang District,10836,191242,12
634,Arunanchal Pradesh,2021,Q1,Kamle District,814,16142,12
635,Arunanchal Pradesh,2021,Q1,Upper Siang District,3847,87503,12
636,Arunanchal Pradesh,2021,Q1,Kurung Kumey District,1287,25911,12
637,Arunanchal Pradesh,2021,Q1,Siang District,2878,56271,12
638,Arunanchal Pradesh,2021,Q1,Kra Daadi District,1244,30137,12
639,Arunanchal Pradesh,2021,Q1,Changlang District,19716,344148,12
640,Arunanchal Pradesh,2021,Q1,Pakke Kessang District,647,14995,12
641,Arunanchal Pradesh,2021,Q1,East Siang District,19342,363085,12
642,Arunanchal Pradesh,2021,Q1,Upper Subansiri District,6577,122422,12
643,Arunanchal Pradesh,2021,Q1,Tawang District,11778,230123,12
644,Arunanchal Pradesh,2021,Q1,Namsai District,10242,200584,12
645,Arunanchal Pradesh,2021,Q2,Lower Subansiri District,8685,444426,12
646,Arunanchal Pradesh,2021,Q2,Tirap District,7955,547430,12
647,Arunanchal Pradesh,2021,Q2,Papum Pare District,90871,1786163,12
648,Arunanchal Pradesh,2021,Q2,Anjaw District,2866,174807,12
649,Arunanchal Pradesh,2021,Q2,Lower Siang District,3872,246789,12
650,Arunanchal Pradesh,2021,Q2,Dibang Valley District,516,77457,12
651,Arunanchal Pradesh,2021,Q2,West Kameng District,22625,1490269,12
652,Arunanchal Pradesh,2021,Q2,Shi Yomi District,430,99619,12
653,Arunanchal Pradesh,2021,Q2,East Kameng District,4314,221705,12
654,Arunanchal Pradesh,2021,Q2,Lohit District,15360,1008718,12
655,Arunanchal Pradesh,2021,Q2,Lepa Rada District,3249,228236,12
656,Arunanchal Pradesh,2021,Q2,Lower Dibang Valley District,9094,434361,12
657,Arunanchal Pradesh,2021,Q2,Longding District,4456,495881,12
658,Arunanchal Pradesh,2021,Q2,West Siang District,11657,467127,12
659,Arunanchal Pradesh,2021,Q2,Kamle District,883,164726,12
660,Arunanchal Pradesh,2021,Q2,Upper Siang District,4145,428792,12
661,Arunanchal Pradesh,2021,Q2,Kurung Kumey District,1398,201782,12
662,Arunanchal Pradesh,2021,Q2,Siang District,3116,410979,12
663,Arunanchal Pradesh,2021,Q2,Kra Daadi District,1353,150762,12
664,Arunanchal Pradesh,2021,Q2,Changlang District,21404,1212334,12
665,Arunanchal Pradesh,2021,Q2,Pakke Kessang District,702,156638,12
666,Arunanchal Pradesh,2021,Q2,East Siang District,20817,855042,12
667,Arunanchal Pradesh,2021,Q2,Upper Subansiri District,7057,293916,12
668,Arunanchal Pradesh,2021,Q2,Tawang District,12636,830993,12
669,Arunanchal Pradesh,2021,Q2,Namsai District,11111,596897,12
670,Arunanchal Pradesh,2021,Q3,Lower Subansiri District,9451,558377,12
671,Arunanchal Pradesh,2021,Q3,Tirap District,8665,578706,12
672,Arunanchal Pradesh,2021,Q3,Papum Pare District,97854,2308276,12
673,Arunanchal Pradesh,2021,Q3,Anjaw District,3099,267726,12
674,Arunanchal Pradesh,2021,Q3,Lower Siang District,4229,347190,12
675,Arunanchal Pradesh,2021,Q3,Dibang Valley District,571,113574,12
676,Arunanchal Pradesh,2021,Q3,West Kameng District,24489,2155265,12
677,Arunanchal Pradesh,2021,Q3,Shi Yomi District,473,181457,12
678,Arunanchal Pradesh,2021,Q3,East Kameng District,4671,265900,12
679,Arunanchal Pradesh,2021,Q3,Lohit District,16680,1408514,12
680,Arunanchal Pradesh,2021,Q3,Lepa Rada District,3527,264771,12
681,Arunanchal Pradesh,2021,Q3,Lower Dibang Valley District,9920,581463,12
682,Arunanchal Pradesh,2021,Q3,Longding District,4890,594284,12
683,Arunanchal Pradesh,2021,Q3,West Siang District,12616,544772,12
684,Arunanchal Pradesh,2021,Q3,Kamle District,974,203013,12
685,Arunanchal Pradesh,2021,Q3,Upper Siang District,4506,556857,12
